away_team,date,neutral,home_score,tournament,home_team,away_score
Ghana,1978-05-19,False,3,Friendly,Iran,0
Northern Ireland,1978-05-19,False,1,British Home Championship,Wales,0
Netherlands,1978-05-20,False,0,Friendly,Austria,1
England,1978-05-20,False,0,British Home Championship,Scotland,1
Republic of Ireland,1978-05-21,False,0,Friendly,Norway,0
Czechoslovakia,1978-05-21,False,0,Friendly,Sweden,0
Thailand,1978-05-23,False,3,Kirin Cup,Japan,0
Spain,1978-05-24,False,0,Friendly,Uruguay,0
Greece,1978-05-24,False,3,UEFA Euro qualification,Finland,0
Republic of Ireland,1978-05-24,False,3,UEFA Euro qualification,Denmark,3
Hungary,1978-05-24,False,4,Friendly,England,1
Romania,1978-05-31,False,1,Balkan Cup,Bulgaria,1
Denmark,1978-05-31,False,1,Nordic Championship,Norway,2
Poland,1978-06-01,True,0,FIFA World Cup,Germany,0
Hungary,1978-06-02,False,2,FIFA World Cup,Argentina,1
Italy,1978-06-02,True,1,FIFA World Cup,France,2
Tunisia,1978-06-02,True,1,FIFA World Cup,Mexico,3
Scotland,1978-06-03,True,3,FIFA World Cup,Peru,1
Netherlands,1978-06-03,True,0,FIFA World Cup,Iran,3
Sweden,1978-06-03,True,1,FIFA World Cup,Brazil,1
Spain,1978-06-03,True,2,FIFA World Cup,Austria,1
France,1978-06-06,False,2,FIFA World Cup,Argentina,1
Mexico,1978-06-06,True,6,FIFA World Cup,Germany,0
Italy,1978-06-06,True,1,FIFA World Cup,Hungary,3
Tunisia,1978-06-06,True,1,FIFA World Cup,Poland,0
Sweden,1978-06-07,True,1,FIFA World Cup,Austria,0
Spain,1978-06-07,True,0,FIFA World Cup,Brazil,0
Scotland,1978-06-07,True,1,FIFA World Cup,Iran,1
Peru,1978-06-07,True,0,FIFA World Cup,Netherlands,0
Poland,1978-06-10,True,1,FIFA World Cup,Mexico,3
Tunisia,1978-06-10,True,0,FIFA World Cup,Germany,0
Hungary,1978-06-10,True,3,FIFA World Cup,France,1
Italy,1978-06-10,False,0,FIFA World Cup,Argentina,1
Greece,1978-06-11,False,1,Friendly,Australia,2
Brazil,1978-06-11,True,0,FIFA World Cup,Austria,1
Peru,1978-06-11,True,1,FIFA World Cup,Iran,4
Hong Kong,1978-06-11,False,0,Friendly,Macau,4
Scotland,1978-06-11,True,2,FIFA World Cup,Netherlands,3
Sweden,1978-06-11,True,1,FIFA World Cup,Spain,0
Malaysia,1978-06-13,False,3,Indonesia Tournament,Indonesia,0
Italy,1978-06-14,True,0,FIFA World Cup,Germany,0
Netherlands,1978-06-14,True,1,FIFA World Cup,Austria,5
Peru,1978-06-14,True,3,FIFA World Cup,Brazil,0
Poland,1978-06-14,False,2,FIFA World Cup,Argentina,0
Greece,1978-06-14,False,0,Friendly,Australia,1
Thailand,1978-06-15,False,1,Indonesia Tournament,Indonesia,0
Singapore,1978-06-16,True,1,Indonesia Tournament,Malaysia,1
Thailand,1978-06-17,True,1,Indonesia Tournament,Singapore,3
Brazil,1978-06-18,False,0,FIFA World Cup,Argentina,0
Italy,1978-06-18,True,0,FIFA World Cup,Austria,1
Netherlands,1978-06-18,True,2,FIFA World Cup,Germany,2
Zambia,1978-06-18,False,1,Friendly,Malawi,2
Poland,1978-06-18,True,0,FIFA World Cup,Peru,1
Poland,1978-06-21,True,3,FIFA World Cup,Brazil,1
Thailand,1978-06-21,True,1,Indonesia Tournament,Malaysia,1
Netherlands,1978-06-21,True,1,FIFA World Cup,Italy,2
Peru,1978-06-21,False,6,FIFA World Cup,Argentina,0
Germany,1978-06-21,True,3,FIFA World Cup,Austria,2
Singapore,1978-06-21,False,2,Indonesia Tournament,Indonesia,2
South Korea,1978-06-23,False,1,Indonesia Tournament,Indonesia,3
Thailand,1978-06-23,True,3,Indonesia Tournament,Malaysia,3
Italy,1978-06-24,True,2,FIFA World Cup,Brazil,1
Curacao,1978-06-25,False,0,CFU Caribbean Cup qualification,Barbados,0
Netherlands,1978-06-25,False,3,FIFA World Cup,Argentina,1
Malawi,1978-06-25,False,0,Friendly,Zambia,0
Finland,1978-06-28,False,2,Nordic Championship,Sweden,1
Denmark,1978-06-28,False,0,Friendly,Iceland,0
Jamaica,1978-07-02,False,1,CFU Caribbean Cup qualification,Guadeloupe,0
Iraq,1978-07-02,False,1,Friendly,Algeria,1
Iraq,1978-07-04,False,0,Friendly,Algeria,0
Sierra Leone,1978-07-06,False,5,Friendly,Malawi,0
Suriname,1978-07-09,False,0,CFU Caribbean Cup qualification,Guyana,2
Sierra Leone,1978-07-09,False,4,Friendly,Malawi,2
South Korea,1978-07-12,False,1,Merdeka Tournament,Malaysia,3
Syria,1978-07-13,True,1,Merdeka Tournament,Indonesia,0
Japan,1978-07-13,True,0,Merdeka Tournament,Iraq,0
Egypt,1978-07-13,False,1,All-African Games,Algeria,1
Cameroon,1978-07-14,True,2,All-African Games,Ghana,1
Malawi,1978-07-14,True,2,All-African Games,Libya,1
Mali,1978-07-14,True,3,All-African Games,Nigeria,1
Singapore,1978-07-14,False,6,Merdeka Tournament,Malaysia,0
Thailand,1978-07-14,True,3,Merdeka Tournament,South Korea,0
Japan,1978-07-15,True,2,Merdeka Tournament,Indonesia,1
Syria,1978-07-15,True,2,Merdeka Tournament,Iraq,1
Thailand,1978-07-16,False,2,Merdeka Tournament,Malaysia,0
Singapore,1978-07-16,True,2,Merdeka Tournament,South Korea,0
Indonesia,1978-07-16,False,1,Merdeka Tournament,Malaysia,0
Iraq,1978-07-17,True,0,Merdeka Tournament,Indonesia,4
Syria,1978-07-17,True,3,Merdeka Tournament,Japan,2
Cameroon,1978-07-17,True,0,All-African Games,Nigeria,0
Mali,1978-07-17,True,1,All-African Games,Ghana,1
Malawi,1978-07-18,True,4,All-African Games,Egypt,1
Libya,1978-07-18,False,2,All-African Games,Algeria,1
Thailand,1978-07-18,True,1,Merdeka Tournament,Singapore,2
Iraq,1978-07-18,False,1,Merdeka Tournament,Malaysia,2
South Korea,1978-07-19,True,0,Merdeka Tournament,Japan,4
Singapore,1978-07-20,True,3,Merdeka Tournament,Iraq,0
Thailand,1978-07-20,True,1,Merdeka Tournament,Syria,3
Japan,1978-07-21,False,4,Merdeka Tournament,Malaysia,1
Ghana,1978-07-21,True,0,All-African Games,Nigeria,0
Mali,1978-07-21,True,1,All-African Games,Cameroon,1
Malawi,1978-07-22,False,3,All-African Games,Algeria,0
Libya,1978-07-22,True,1,All-African Games,Egypt,0
Thailand,1978-07-22,True,0,Merdeka Tournament,Indonesia,3
South Korea,1978-07-22,True,0,Merdeka Tournament,Iraq,2
Singapore,1978-07-23,True,1,Merdeka Tournament,Japan,2
Syria,1978-07-23,False,5,Merdeka Tournament,Malaysia,2
Thailand,1978-07-24,True,1,Merdeka Tournament,Iraq,0
South Korea,1978-07-25,True,0,Merdeka Tournament,Indonesia,2
Syria,1978-07-25,True,4,Merdeka Tournament,Singapore,1
Ghana,1978-07-25,False,2,All-African Games,Algeria,0
Malawi,1978-07-25,True,3,All-African Games,Nigeria,2
Thailand,1978-07-26,True,4,Merdeka Tournament,Japan,0
Syria,1978-07-27,True,2,Merdeka Tournament,South Korea,0
Singapore,1978-07-27,True,0,Merdeka Tournament,Indonesia,0
Nigeria,1978-07-28,False,1,All-African Games,Algeria,0
Malawi,1978-07-28,True,1,All-African Games,Ghana,0
Barbados,1978-07-29,True,1,CFU Caribbean Cup qualification,Curacao,0
South Korea,1978-07-29,True,0,Merdeka Tournament,Iraq,2
Trinidad and Tobago,1978-07-30,False,1,Friendly,Grenada,1
Guadeloupe,1978-07-30,False,1,CFU Caribbean Cup qualification,Jamaica,2
Guyana,1978-07-30,False,2,CFU Caribbean Cup qualification,Suriname,1
Tahiti,1978-08-07,False,2,Friendly,Vanuatu,4
Norway,1978-08-09,False,1,Nordic Championship,Finland,1
Tahiti,1978-08-13,False,2,Friendly,New Caledonia,0
Sweden,1978-08-16,False,2,Nordic Championship,Denmark,1
Angola,1978-08-16,False,3,Friendly,São Tomé and Príncipe,3
French Guiana,1978-08-20,False,2,CFU Caribbean Cup qualification,Trinidad and Tobago,4
Haiti,1978-08-20,False,1,CFU Caribbean Cup qualification,Puerto Rico,1
Tahiti,1978-08-20,False,3,Friendly,New Caledonia,4
Puerto Rico,1978-08-26,False,1,CFU Caribbean Cup qualification,Haiti,0
Poland,1978-08-30,False,0,Friendly,Finland,1
Bulgaria,1978-08-30,False,2,Friendly,German DR,2
Austria,1978-08-30,False,0,UEFA Euro qualification,Norway,2
Sweden,1978-09-01,False,2,UEFA Euro qualification,France,2
Trinidad and Tobago,1978-09-02,False,1,CFU Caribbean Cup qualification,French Guiana,4
Congo,1978-09-03,False,1,Beijing International Friendship Tournament,China,0
USA,1978-09-03,False,0,Friendly,Iceland,0
USA,1978-09-06,False,2,Friendly,Switzerland,0
Zambia,1978-09-06,False,1,Friendly,Eswatini,6
Poland,1978-09-06,False,0,UEFA Euro qualification,Iceland,2
Czechoslovakia,1978-09-06,False,2,Friendly,German DR,1
Russia,1978-09-06,False,0,Friendly,Iran,1
Zambia,1978-09-07,False,2,Friendly,Eswatini,5
Malaysia,1978-09-09,True,1,Korea Cup,Bahrain,2
Martinique,1978-09-09,False,4,Friendly,French Guiana,2
Thailand,1978-09-10,True,0,Korea Cup,Indonesia,2
Mexico,1978-09-10,True,1,Korea Cup,Lebanon,7
Malaysia,1978-09-11,False,2,Korea Cup,South Korea,2
Bahrain,1978-09-13,False,3,Korea Cup,South Korea,1
Martinique,1978-09-16,False,0,CFU Caribbean Cup qualification,Haiti,0
Réunion,1978-09-17,False,1,Friendly,Seychelles,0
Iceland,1978-09-20,False,3,UEFA Euro qualification,Netherlands,0
Yemen DPR,1978-09-20,False,2,Friendly,Libya,0
Bulgaria,1978-09-20,False,1,Friendly,Italy,0
Northern Ireland,1978-09-20,False,0,UEFA Euro qualification,Republic of Ireland,0
USA,1978-09-20,False,1,Friendly,Portugal,0
England,1978-09-20,False,3,UEFA Euro qualification,Denmark,4
Norway,1978-09-20,False,1,UEFA Euro qualification,Belgium,1
Scotland,1978-09-20,False,3,UEFA Euro qualification,Austria,2
Hungary,1978-09-20,False,2,UEFA Euro qualification,Finland,1
Greece,1978-09-20,False,2,UEFA Euro qualification,Russia,0
Mauritius,1978-09-23,False,0,Friendly,Réunion,2
Turkey,1978-09-23,False,1,Friendly,Italy,0
Mozambique,1978-09-30,False,1,Friendly,Botswana,4
Suriname,1978-09-30,True,0,CFU Caribbean Cup qualification,Curacao,2
Mozambique,1978-10-01,False,0,Friendly,Botswana,2
Haiti,1978-10-01,False,0,CFU Caribbean Cup qualification,Martinique,0
New Zealand,1978-10-01,False,0,Friendly,Singapore,2
Iceland,1978-10-04,False,3,UEFA Euro qualification,German DR,1
Czechoslovakia,1978-10-04,False,1,UEFA Euro qualification,Sweden,3
Spain,1978-10-04,False,1,UEFA Euro qualification,Yugoslavia,2
Russia,1978-10-05,False,0,Friendly,Turkey,2
France,1978-10-07,False,1,UEFA Euro qualification,Luxembourg,3
Netherlands,1978-10-11,False,1,UEFA Euro qualification,Switzerland,3
Poland,1978-10-11,False,1,Friendly,Romania,0
Belgium,1978-10-11,False,1,UEFA Euro qualification,Portugal,1
Germany,1978-10-11,False,3,Friendly,Czechoslovakia,4
Finland,1978-10-11,False,8,UEFA Euro qualification,Greece,1
Bulgaria,1978-10-11,False,2,UEFA Euro qualification,Denmark,2
Russia,1978-10-11,False,2,UEFA Euro qualification,Hungary,0
Curacao,1978-10-13,False,3,CFU Caribbean Cup qualification,Suriname,0
Kenya,1978-10-15,False,1,Friendly,Tanzania,0
Tanzania,1978-10-20,False,0,Friendly,Kenya,0
Suriname,1978-10-22,True,0,CFU Caribbean Cup,Haiti,3
Algeria,1978-10-22,False,1,Friendly,Malawi,1
Antigua and Barbuda,1978-10-23,False,3,CFU Caribbean Cup,Trinidad and Tobago,1
Algeria,1978-10-24,False,2,Friendly,Malawi,1
England,1978-10-25,False,1,UEFA Euro qualification,Republic of Ireland,1
Denmark,1978-10-25,False,2,UEFA Euro qualification,Northern Ireland,1
Yugoslavia,1978-10-25,False,3,UEFA Euro qualification,Romania,2
Norway,1978-10-25,False,3,UEFA Euro qualification,Scotland,2
Suriname,1978-10-25,False,0,CFU Caribbean Cup,Trinidad and Tobago,1
Malta,1978-10-25,False,7,UEFA Euro qualification,Wales,0
Haiti,1978-10-26,True,0,CFU Caribbean Cup,Antigua and Barbuda,1
Algeria,1978-10-28,False,0,Friendly,Zambia,3
Hungary,1978-10-28,False,4,UEFA Euro qualification,Greece,1
Suriname,1978-10-28,True,0,CFU Caribbean Cup,Antigua and Barbuda,4
Haiti,1978-10-29,False,2,CFU Caribbean Cup,Trinidad and Tobago,2
Kenya,1978-11-01,False,1,CECAFA Cup,Malawi,0
Somalia,1978-11-03,False,3,CECAFA Cup,Malawi,1
Uganda,1978-11-05,False,0,CECAFA Cup,Malawi,2
Zambia,1978-11-07,True,1,CECAFA Cup,Uganda,2
Italy,1978-11-08,False,3,Friendly,Czechoslovakia,0
Spain,1978-11-08,False,1,Friendly,France,0
Zambia,1978-11-09,True,0,CECAFA Cup,Somalia,4
Uganda,1978-11-09,True,0,CECAFA Cup,Kenya,1
Somalia,1978-11-11,True,1,CECAFA Cup,Kenya,0
Zambia,1978-11-11,False,2,CECAFA Cup,Malawi,1
Mali,1978-11-11,False,3,Friendly,Burkina Faso,1
Uganda,1978-11-13,True,2,CECAFA Cup,Somalia,2
Zambia,1978-11-13,True,0,CECAFA Cup,Kenya,9
Portugal,1978-11-15,False,1,UEFA Euro qualification,Austria,2
Hungary,1978-11-15,False,0,Friendly,Germany,0
Belgium,1978-11-15,False,1,Friendly,Israel,0
German DR,1978-11-15,False,3,UEFA Euro qualification,Netherlands,0
Switzerland,1978-11-15,False,2,UEFA Euro qualification,Poland,0
Romania,1978-11-15,False,1,UEFA Euro qualification,Spain,0
Greece,1978-11-15,False,4,Balkan Cup,Yugoslavia,1
Congo,1978-11-17,False,3,Friendly,Algeria,0
Kenya,1978-11-17,False,2,CECAFA Cup,Malawi,0
Zambia,1978-11-17,True,0,CECAFA Cup,Uganda,4
Zambia,1978-11-19,False,3,CECAFA Cup,Malawi,2
Russia,1978-11-19,False,1,Friendly,Japan,4
Uganda,1978-11-19,True,2,CECAFA Cup,Kenya,0
Russia,1978-11-23,False,1,Friendly,Japan,4
Barbados,1978-11-25,False,2,Friendly,Grenada,0
Barbados,1978-11-26,False,0,Friendly,Grenada,0
Russia,1978-11-26,False,0,Friendly,Japan,3
Scotland,1978-11-29,False,1,UEFA Euro qualification,Portugal,0
Northern Ireland,1978-11-29,False,0,UEFA Euro qualification,Bulgaria,2
Czechoslovakia,1978-11-29,False,1,Friendly,England,0
Turkey,1978-11-29,False,1,UEFA Euro qualification,Wales,0
Lesotho,1978-12-03,False,0,African Cup of Nations qualification,Mauritius,1
Malawi,1978-12-03,False,2,African Cup of Nations qualification,Madagascar,1
Malaysia,1978-12-10,True,0,Asian Games,India,1
Qatar,1978-12-10,True,2,Asian Games,Iraq,1
Saudi Arabia,1978-12-10,True,1,Asian Games,China,0
South Korea,1978-12-11,True,1,Asian Games,Bahrain,5
Kuwait,1978-12-11,True,0,Asian Games,Japan,2
Myanmar,1978-12-11,False,2,Asian Games,Thailand,1
Iraq,1978-12-12,True,0,Asian Games,China,2
Martinique,1978-12-12,False,0,Friendly,Antigua and Barbuda,2
Malaysia,1978-12-12,True,0,Asian Games,Bangladesh,1
Saudi Arabia,1978-12-12,True,2,Asian Games,Qatar,2
North Korea,1978-12-13,True,0,Asian Games,Myanmar,3
Kuwait,1978-12-13,True,2,Asian Games,South Korea,0
Romania,1978-12-13,False,2,Friendly,Greece,1
Cyprus,1978-12-13,False,5,UEFA Euro qualification,Spain,0
Japan,1978-12-13,True,0,Asian Games,Bahrain,4
India,1978-12-14,True,0,Asian Games,Bangladesh,3
Qatar,1978-12-14,True,3,Asian Games,China,0
Saudi Arabia,1978-12-14,True,1,Asian Games,Iraq,1
Kuwait,1978-12-15,True,0,Asian Games,Bahrain,3
South Korea,1978-12-15,True,1,Asian Games,Japan,3
North Korea,1978-12-15,False,0,Asian Games,Thailand,3
Malaysia,1978-12-17,False,2,Asian Games,Thailand,1
South Korea,1978-12-17,True,0,Asian Games,China,1
North Korea,1978-12-17,True,0,Asian Games,Iraq,1
Kuwait,1978-12-17,True,1,Asian Games,India,6
Madagascar,1978-12-17,False,5,African Cup of Nations qualification,Malawi,1
Mauritius,1978-12-17,False,1,African Cup of Nations qualification,Lesotho,2
Kuwait,1978-12-18,True,3,Asian Games,Iraq,0
North Korea,1978-12-18,True,1,Asian Games,India,3
China,1978-12-18,False,1,Asian Games,Thailand,4
South Korea,1978-12-18,True,0,Asian Games,Malaysia,1
South Korea,1978-12-19,False,1,Asian Games,Thailand,3
Kuwait,1978-12-19,True,2,Asian Games,North Korea,2
Malaysia,1978-12-19,True,7,Asian Games,China,1
Tunisia,1978-12-19,False,2,Friendly,Syria,1
Romania,1978-12-19,False,1,Friendly,Israel,1
Iraq,1978-12-19,True,0,Asian Games,India,3
Netherlands,1978-12-20,False,3,Friendly,Germany,1
China,1978-12-20,True,0,Asian Games,Iraq,1
South Korea,1978-12-20,True,0,Asian Games,North Korea,0
Spain,1978-12-21,False,1,Friendly,Italy,0
Macau,1978-12-25,True,4,AFC Asian Cup qualification,South Korea,1
China,1978-12-25,False,0,AFC Asian Cup qualification,Philippines,3
Macau,1978-12-27,True,2,AFC Asian Cup qualification,China,1
South Korea,1978-12-27,False,0,AFC Asian Cup qualification,Philippines,5
China,1978-12-29,True,1,AFC Asian Cup qualification,South Korea,0
Cape Verde,1979-01-07,False,3,Amílcar Cabral Cup,Guinea-Bissau,0
Mali,1979-01-08,True,0,Amílcar Cabral Cup,Guinea,1
Mauritania,1979-01-08,True,3,Amílcar Cabral Cup,Gambia,1
Senegal,1979-01-09,True,0,Amílcar Cabral Cup,Cape Verde,1
Mali,1979-01-10,True,0,Amílcar Cabral Cup,Gambia,1
Mauritania,1979-01-10,True,4,Amílcar Cabral Cup,Guinea,1
Gabon,1979-01-10,False,2,Friendly,Rwanda,2
Senegal,1979-01-11,False,0,Amílcar Cabral Cup,Guinea-Bissau,2
Guinea,1979-01-12,True,1,Amílcar Cabral Cup,Gambia,1
Mauritania,1979-01-12,True,4,Amílcar Cabral Cup,Mali,2
Senegal,1979-01-13,True,1,Amílcar Cabral Cup,Guinea,3
Mali,1979-01-13,False,1,Amílcar Cabral Cup,Guinea-Bissau,1
Senegal,1979-01-14,True,0,Amílcar Cabral Cup,Mali,1
Guinea,1979-01-14,False,2,Amílcar Cabral Cup,Guinea-Bissau,2
Bulgaria,1979-01-16,False,0,Friendly,Cyprus,1
Togo,1979-01-27,True,0,Friendly,Ivory Coast,1
Guinea,1979-01-28,False,2,Friendly,Liberia,1
Ivory Coast,1979-01-29,True,2,Friendly,Gambia,1
Senegal,1979-01-30,True,1,Friendly,Guinea,1
Austria,1979-01-30,False,0,Friendly,Israel,1
Togo,1979-01-31,True,2,Friendly,Gambia,2
Senegal,1979-02-01,False,1,Friendly,Liberia,1
Togo,1979-02-03,True,0,Friendly,Senegal,1
Gambia,1979-02-04,False,1,Friendly,Liberia,0
Finland,1979-02-05,False,1,Friendly,Iraq,0
Greece,1979-02-07,False,2,Friendly,Libya,2
Finland,1979-02-07,False,2,Friendly,Iraq,0
Northern Ireland,1979-02-07,False,4,UEFA Euro qualification,England,0
Finland,1979-02-09,False,0,Friendly,Bahrain,1
German DR,1979-02-09,False,1,Friendly,Iraq,1
German DR,1979-02-11,False,2,Friendly,Iraq,1
Greece,1979-02-14,False,4,Friendly,Israel,1
Poland,1979-02-16,False,1,Friendly,Libya,0
Poland,1979-02-18,False,0,Friendly,Tunisia,2
Morocco,1979-02-18,False,2,African Cup of Nations qualification,Mauritania,2
Netherlands,1979-02-24,False,3,Friendly,Italy,0
Luxembourg,1979-02-25,False,3,UEFA Euro qualification,France,0
Germany,1979-02-25,False,0,UEFA Euro qualification,Malta,0
Algeria,1979-02-28,False,0,Friendly,Turkey,1
German DR,1979-02-28,False,1,Friendly,Bulgaria,0
Trinidad and Tobago,1979-03-03,False,2,Friendly,Barbados,2
South Korea,1979-03-04,False,2,Friendly,Japan,1
Afghanistan,1979-03-05,False,3,AFC Asian Cup qualification,Bangladesh,2
Qatar,1979-03-07,False,1,AFC Asian Cup qualification,Bangladesh,3
Mali,1979-03-10,False,2,Friendly,Senegal,1
Spain,1979-03-14,False,1,Friendly,Czechoslovakia,0
Trinidad and Tobago,1979-03-16,True,0,Friendly,Martinique,0
Malta,1979-03-18,False,2,UEFA Euro qualification,Turkey,1
Greece,1979-03-21,False,3,Friendly,Romania,0
Poland,1979-03-21,False,0,Friendly,Algeria,1
Bahrain,1979-03-23,False,4,Gulf Cup,Iraq,0
Qatar,1979-03-24,True,3,Gulf Cup,Kuwait,1
United Arab Emirates,1979-03-24,True,2,Gulf Cup,Saudi Arabia,1
Senegal,1979-03-25,False,2,Friendly,Mali,1
Qatar,1979-03-27,False,2,Gulf Cup,Iraq,0
United Arab Emirates,1979-03-27,True,3,Gulf Cup,Bahrain,0
Alderney,1979-03-27,False,8,Muratti Vase,Jersey,0
Austria,1979-03-28,False,1,UEFA Euro qualification,Belgium,1
German DR,1979-03-28,False,3,Friendly,Hungary,0
Switzerland,1979-03-28,False,3,UEFA Euro qualification,Netherlands,0
Bulgaria,1979-03-28,False,3,Friendly,Russia,1
Oman,1979-03-28,True,4,Gulf Cup,Saudi Arabia,0
United Arab Emirates,1979-03-29,True,1,Gulf Cup,Qatar,0
Oman,1979-03-30,True,3,Gulf Cup,Bahrain,1
Kuwait,1979-03-30,False,3,Gulf Cup,Iraq,1
Yugoslavia,1979-04-01,False,0,UEFA Euro qualification,Cyprus,3
Qatar,1979-04-01,True,0,Gulf Cup,Oman,1
Germany,1979-04-01,False,0,UEFA Euro qualification,Turkey,0
United Arab Emirates,1979-04-01,True,7,Gulf Cup,Kuwait,0
Bahrain,1979-04-02,True,1,Gulf Cup,Saudi Arabia,1
Martinique,1979-04-03,False,1,Friendly,Barbados,2
Oman,1979-04-03,True,2,Gulf Cup,Kuwait,0
United Arab Emirates,1979-04-04,False,5,Gulf Cup,Iraq,0
Qatar,1979-04-04,True,7,Gulf Cup,Saudi Arabia,0
Spain,1979-04-04,False,2,UEFA Euro qualification,Romania,2
Hungary,1979-04-04,False,1,Friendly,Poland,1
France,1979-04-04,False,2,UEFA Euro qualification,Czechoslovakia,0
Oman,1979-04-06,False,7,Gulf Cup,Iraq,0
Saudi Arabia,1979-04-06,True,0,Gulf Cup,Kuwait,0
Qatar,1979-04-07,True,1,Gulf Cup,Bahrain,1
Ivory Coast,1979-04-08,False,2,Friendly,Gabon,1
Saudi Arabia,1979-04-08,False,2,Gulf Cup,Iraq,0
Mauritania,1979-04-08,False,4,African Cup of Nations qualification,Morocco,1
Kuwait,1979-04-09,True,0,Gulf Cup,Bahrain,2
United Arab Emirates,1979-04-09,True,0,Gulf Cup,Oman,4
Ethiopia,1979-04-15,False,2,African Cup of Nations qualification,Libya,1
Cameroon,1979-04-15,False,3,African Cup of Nations qualification,Guinea,0
Zambia,1979-04-15,False,0,African Cup of Nations qualification,Malawi,2
Martinique,1979-04-15,False,0,Friendly,Guadeloupe,1
DR Congo,1979-04-15,False,4,African Cup of Nations qualification,Congo,2
Ivory Coast,1979-04-15,False,1,African Cup of Nations qualification,Benin,0
Gambia,1979-04-16,False,2,African Cup of Nations qualification,Togo,0
Tanzania,1979-04-16,False,3,African Cup of Nations qualification,Mauritius,2
Poland,1979-04-18,False,2,UEFA Euro qualification,German DR,1
Sweden,1979-04-19,False,2,Friendly,Russia,0
Bulgaria,1979-04-25,False,2,Friendly,Argentina,1
Angola,1979-04-25,False,1,Friendly,São Tomé and Príncipe,2
